files,target,images
../input/fashiondata/data/jewelry and watches/5da81b0a7f3e301b4504b3ac_3.jpg,jewelry and watches,5da81b0a7f3e301b4504b3ac_3.jpg
../input/fashiondata/data/jewelry and watches/5da81a487d3a9baa211f7ec6_4.jpg,jewelry and watches,5da81a487d3a9baa211f7ec6_4.jpg
../input/fashiondata/data/bags/5db81113d5424ee1f3352dd8_6.jpg,bags,5db81113d5424ee1f3352dd8_6.jpg
../input/fashiondata/data/bags/5da8185b6504fb65c4de3baf_1.jpg,bags,5da8185b6504fb65c4de3baf_1.jpg
../input/fashiondata/data/bags/5da81d0f7861c2af6a5a8b4c_2.jpg,bags,5da81d0f7861c2af6a5a8b4c_2.jpg
../input/fashiondata/data/bags/5da819ea6504fb65d41c5571_0.jpg,bags,5da819ea6504fb65d41c5571_0.jpg
../input/fashiondata/data/shoes/5da821aab25b035d1d17b973_3.jpg,shoes,5da821aab25b035d1d17b973_3.jpg
../input/fashiondata/data/jewelry and watches/5da8218b6504fb65da004f95_1.jpg,jewelry and watches,5da8218b6504fb65da004f95_1.jpg
../input/fashiondata/data/jewelry and watches/5da8218f6504fb65c4de40f1_4.jpg,jewelry and watches,5da8218f6504fb65c4de40f1_4.jpg
../input/fashiondata/data/beauty/5da821a26504fb65da00518f_2.jpg,beauty,5da821a26504fb65da00518f_2.jpg
../input/fashiondata/data/beauty/5da820d86504fb65da0041f7_1.jpg,beauty,5da820d86504fb65da0041f7_1.jpg
../input/fashiondata/data/beauty/5da82248465e00845f490d05_1.jpg,beauty,5da82248465e00845f490d05_1.jpg
../input/fashiondata/data/jewelry and watches/5da81da97861c2af6a5a9103_0.jpg,jewelry and watches,5da81da97861c2af6a5a9103_0.jpg
../input/fashiondata/data/shoes/5e5030684c033d42c0c054db_1.jpg,shoes,5e5030684c033d42c0c054db_1.jpg
../input/fashiondata/data/shoes/5da820986504fb65da003e1c_3.jpg,shoes,5da820986504fb65da003e1c_3.jpg
../input/fashiondata/data/shoes/5da8214b6504fb65da004af3_1.jpg,shoes,5da8214b6504fb65da004af3_1.jpg
../input/fashiondata/data/bags/5e5128404c033d23af077e2e_5.jpg,bags,5e5128404c033d23af077e2e_5.jpg
../input/fashiondata/data/beauty/5db81154d5424ee1f3352f9f_3.jpg,beauty,5db81154d5424ee1f3352f9f_3.jpg
../input/fashiondata/data/shoes/5da81a986504fb65cea7004c_1.jpg,shoes,5da81a986504fb65cea7004c_1.jpg
../input/fashiondata/data/shoes/5e5d4feb2886bf988492bc6c_3.jpg,shoes,5e5d4feb2886bf988492bc6c_3.jpg
../input/fashiondata/data/bags/5e53dbb5f97b6dff3227f285_4.jpg,bags,5e53dbb5f97b6dff3227f285_4.jpg
../input/fashiondata/data/beauty/5da81f027861c2af6a5a92c7_0.jpg,beauty,5da81f027861c2af6a5a92c7_0.jpg
../input/fashiondata/data/beauty/5da8214eb25b035d1d17b3c6_0.jpg,beauty,5da8214eb25b035d1d17b3c6_0.jpg
../input/fashiondata/data/beauty/5da8215c6504fb65da004c41_2.jpg,beauty,5da8215c6504fb65da004c41_2.jpg
../input/fashiondata/data/jewelry and watches/5da817a46504fb65d41c53b9_2.jpg,jewelry and watches,5da817a46504fb65d41c53b9_2.jpg
../input/fashiondata/data/bags/5da81d4b7f3e301b4504b5d6_0.jpg,bags,5da81d4b7f3e301b4504b5d6_0.jpg
../input/fashiondata/data/jewelry and watches/5da81cfa7861c2af6a5a8a54_0.jpg,jewelry and watches,5da81cfa7861c2af6a5a8a54_0.jpg
../input/fashiondata/data/beauty/5da81f817861c2af6a5a9700_2.jpg,beauty,5da81f817861c2af6a5a9700_2.jpg
../input/fashiondata/data/beauty/5da820416504fb65da0038e3_0.jpg,beauty,5da820416504fb65da0038e3_0.jpg
../input/fashiondata/data/beauty/5e5128404c033d23af077e15_4.jpg,beauty,5e5128404c033d23af077e15_4.jpg
../input/fashiondata/data/beauty/5da81af47d3a9baa211f8275_0.jpg,beauty,5da81af47d3a9baa211f8275_0.jpg
../input/fashiondata/data/beauty/5da81c996504fb65da00362b_0.jpg,beauty,5da81c996504fb65da00362b_0.jpg
../input/fashiondata/data/shoes/5da821266504fb65da0048a1_3.jpg,shoes,5da821266504fb65da0048a1_3.jpg
../input/fashiondata/data/jewelry and watches/5da81a506504fb65c4de3cf7_0.jpg,jewelry and watches,5da81a506504fb65c4de3cf7_0.jpg
../input/fashiondata/data/jewelry and watches/5da81fc07f3e301b4504ba01_2.jpg,jewelry and watches,5da81fc07f3e301b4504ba01_2.jpg
../input/fashiondata/data/shoes/5da81f6f6504fb65c4de3ff4_3.jpg,shoes,5da81f6f6504fb65c4de3ff4_3.jpg
../input/fashiondata/data/bags/5da81c2c7d3a9baa211f8306_2.jpg,bags,5da81c2c7d3a9baa211f8306_2.jpg
../input/fashiondata/data/jewelry and watches/5da81b247f3e301b4504b4a4_1.jpg,jewelry and watches,5da81b247f3e301b4504b4a4_1.jpg
../input/fashiondata/data/beauty/5da8217db25b035d1d17b6bd_2.jpg,beauty,5da8217db25b035d1d17b6bd_2.jpg
../input/fashiondata/data/shoes/5da821d3b25b035d1d17bc00_3.jpg,shoes,5da821d3b25b035d1d17bc00_3.jpg
../input/fashiondata/data/bags/5da81be16504fb65da0035b2_0.jpg,bags,5da81be16504fb65da0035b2_0.jpg
../input/fashiondata/data/shoes/5da81a746504fb65cb26168b_3.jpg,shoes,5da81a746504fb65cb26168b_3.jpg
../input/fashiondata/data/beauty/5da820f26504fb65da0043df_2.jpg,beauty,5da820f26504fb65da0043df_2.jpg
../input/fashiondata/data/beauty/5db81155d5424ee1f3352fcb_1.jpg,beauty,5db81155d5424ee1f3352fcb_1.jpg
../input/fashiondata/data/beauty/5da821347f3e301b4504bac1_1.jpg,beauty,5da821347f3e301b4504bac1_1.jpg
../input/fashiondata/data/shoes/5da81ae67d3a9baa211f814b_0.jpg,shoes,5da81ae67d3a9baa211f814b_0.jpg
../input/fashiondata/data/shoes/5db80fbcd5424ee1f3352342_0.jpg,shoes,5db80fbcd5424ee1f3352342_0.jpg
../input/fashiondata/data/shoes/5da81a986504fb65cea70035_4.jpg,shoes,5da81a986504fb65cea70035_4.jpg
../input/fashiondata/data/bags/5da81f047d3a9baa211f84bd_3.jpg,bags,5da81f047d3a9baa211f84bd_3.jpg
../input/fashiondata/data/jewelry and watches/5da81d4d7861c2af6a5a8e50_0.jpg,jewelry and watches,5da81d4d7861c2af6a5a8e50_0.jpg
../input/fashiondata/data/bags/5da81a477f3e301b4504b292_6.jpg,bags,5da81a477f3e301b4504b292_6.jpg
../input/fashiondata/data/bags/5da81c907861c2af6a5a8592_3.jpg,bags,5da81c907861c2af6a5a8592_3.jpg
../input/fashiondata/data/beauty/5da821be6504fb65da005484_3.jpg,beauty,5da821be6504fb65da005484_3.jpg
../input/fashiondata/data/beauty/5da821156504fb65da004763_0.jpg,beauty,5da821156504fb65da004763_0.jpg
../input/fashiondata/data/jewelry and watches/5da81accb25b035d1d17a540_2.jpg,jewelry and watches,5da81accb25b035d1d17a540_2.jpg
../input/fashiondata/data/bags/5e497e394c033d18b291a51b_3.jpg,bags,5e497e394c033d18b291a51b_3.jpg
../input/fashiondata/data/shoes/5da81c9d7861c2af6a5a8614_3.jpg,shoes,5da81c9d7861c2af6a5a8614_3.jpg
../input/fashiondata/data/jewelry and watches/5db81086d5424ee1f3352970_4.jpg,jewelry and watches,5db81086d5424ee1f3352970_4.jpg
../input/fashiondata/data/beauty/5da81f227861c2af6a5a949b_2.jpg,beauty,5da81f227861c2af6a5a949b_2.jpg
../input/fashiondata/data/beauty/5da81bd97f3e301b4504b4f2_1.jpg,beauty,5da81bd97f3e301b4504b4f2_1.jpg
../input/fashiondata/data/bags/5da817a36504fb65c4de3b36_0.jpg,bags,5da817a36504fb65c4de3b36_0.jpg
../input/fashiondata/data/shoes/5da81f0b7861c2af6a5a937d_1.jpg,shoes,5da81f0b7861c2af6a5a937d_1.jpg
../input/fashiondata/data/jewelry and watches/5db8121cd5424ee1f335348f_6.jpg,jewelry and watches,5db8121cd5424ee1f335348f_6.jpg
../input/fashiondata/data/shoes/5db86479d5424ee1f3353719_1.jpg,shoes,5db86479d5424ee1f3353719_1.jpg
../input/fashiondata/data/bags/5da81cde7861c2af6a5a88d4_1.jpg,bags,5da81cde7861c2af6a5a88d4_1.jpg
../input/fashiondata/data/jewelry and watches/5da81d047861c2af6a5a8ac2_3.jpg,jewelry and watches,5da81d047861c2af6a5a8ac2_3.jpg
../input/fashiondata/data/beauty/5da820116504fb65cea7029f_1.jpg,beauty,5da820116504fb65cea7029f_1.jpg
../input/fashiondata/data/bags/5da81b33b25b035d1d17a631_4.jpg,bags,5da81b33b25b035d1d17a631_4.jpg
../input/fashiondata/data/bags/5da81ceb7861c2af6a5a8968_4.jpg,bags,5da81ceb7861c2af6a5a8968_4.jpg
../input/fashiondata/data/shoes/5da81b6fb25b035d1d17a79d_1.jpg,shoes,5da81b6fb25b035d1d17a79d_1.jpg
../input/fashiondata/data/beauty/5da8223b6504fb65cea703f8_2.jpg,beauty,5da8223b6504fb65cea703f8_2.jpg
../input/fashiondata/data/shoes/5e4e94df4c033d4156681a27_2.jpg,shoes,5e4e94df4c033d4156681a27_2.jpg
../input/fashiondata/data/beauty/5db81003d5424ee1f33525d6_2.jpg,beauty,5db81003d5424ee1f33525d6_2.jpg
../input/fashiondata/data/shoes/5da8209f6504fb65da003ec7_1.jpg,shoes,5da8209f6504fb65da003ec7_1.jpg
../input/fashiondata/data/jewelry and watches/5da81d2c7861c2af6a5a8c54_4.jpg,jewelry and watches,5da81d2c7861c2af6a5a8c54_4.jpg
../input/fashiondata/data/beauty/5da8204e6504fb65cb2619ac_0.jpg,beauty,5da8204e6504fb65cb2619ac_0.jpg
../input/fashiondata/data/beauty/5db810cbd5424ee1f3352ae4_1.jpg,beauty,5db810cbd5424ee1f3352ae4_1.jpg
../input/fashiondata/data/jewelry and watches/5da81a317d3a9baa211f7e52_0.jpg,jewelry and watches,5da81a317d3a9baa211f7e52_0.jpg
../input/fashiondata/data/bags/5da81f227861c2af6a5a9463_2.jpg,bags,5da81f227861c2af6a5a9463_2.jpg
../input/fashiondata/data/beauty/5da821aa7d3a9baa211f8571_0.jpg,beauty,5da821aa7d3a9baa211f8571_0.jpg
../input/fashiondata/data/jewelry and watches/5da821ac7861c2af6a5a9812_0.jpg,jewelry and watches,5da821ac7861c2af6a5a9812_0.jpg
../input/fashiondata/data/jewelry and watches/5da81d9a7d3a9baa211f83dc_4.jpg,jewelry and watches,5da81d9a7d3a9baa211f83dc_4.jpg
../input/fashiondata/data/bags/5da81aeeb25b035d1d17a588_0.jpg,bags,5da81aeeb25b035d1d17a588_0.jpg
../input/fashiondata/data/jewelry and watches/5db81083d5424ee1f3352904_3.jpg,jewelry and watches,5db81083d5424ee1f3352904_3.jpg
../input/fashiondata/data/beauty/5da821346504fb65da00495f_0.jpg,beauty,5da821346504fb65da00495f_0.jpg
../input/fashiondata/data/bags/5e4d39024c033d562da0e166_0.jpg,bags,5e4d39024c033d562da0e166_0.jpg
../input/fashiondata/data/jewelry and watches/5da81d9a7d3a9baa211f840d_3.jpg,jewelry and watches,5da81d9a7d3a9baa211f840d_3.jpg
../input/fashiondata/data/jewelry and watches/5da81b33b25b035d1d17a61f_1.jpg,jewelry and watches,5da81b33b25b035d1d17a61f_1.jpg
../input/fashiondata/data/shoes/5da81b60b25b035d1d17a734_0.jpg,shoes,5da81b60b25b035d1d17a734_0.jpg
../input/fashiondata/data/bags/5da81f0b7f3e301b4504b981_5.jpg,bags,5da81f0b7f3e301b4504b981_5.jpg
../input/fashiondata/data/beauty/5da821b16504fb65da005350_0.jpg,beauty,5da821b16504fb65da005350_0.jpg
../input/fashiondata/data/beauty/5da81c8a7861c2af6a5a856f_3.jpg,beauty,5da81c8a7861c2af6a5a856f_3.jpg
../input/fashiondata/data/bags/5da81b2d6504fb65cb2616d4_2.jpg,bags,5da81b2d6504fb65cb2616d4_2.jpg
../input/fashiondata/data/jewelry and watches/5da81b60b25b035d1d17a72c_3.jpg,jewelry and watches,5da81b60b25b035d1d17a72c_3.jpg
../input/fashiondata/data/beauty/5e4d39024c033d562da0e127_1.jpg,beauty,5e4d39024c033d562da0e127_1.jpg
../input/fashiondata/data/jewelry and watches/5da81b60b25b035d1d17a730_0.jpg,jewelry and watches,5da81b60b25b035d1d17a730_0.jpg
../input/fashiondata/data/shoes/5da81d347861c2af6a5a8cbd_1.jpg,shoes,5da81d347861c2af6a5a8cbd_1.jpg
../input/fashiondata/data/jewelry and watches/5db8647ad5424ee1f3353727_2.jpg,jewelry and watches,5db8647ad5424ee1f3353727_2.jpg
../input/fashiondata/data/jewelry and watches/5da81a447d3a9baa211f7e67_0.jpg,jewelry and watches,5da81a447d3a9baa211f7e67_0.jpg
../input/fashiondata/data/shoes/5da821f16504fb65da0056b4_3.jpg,shoes,5da821f16504fb65da0056b4_3.jpg
../input/fashiondata/data/bags/5da817db6504fb65d41c54ad_0.jpg,bags,5da817db6504fb65d41c54ad_0.jpg
../input/fashiondata/data/bags/5da81b247f3e301b4504b47d_2.jpg,bags,5da81b247f3e301b4504b47d_2.jpg
../input/fashiondata/data/jewelry and watches/5da8216c6504fb65da004dde_2.jpg,jewelry and watches,5da8216c6504fb65da004dde_2.jpg
../input/fashiondata/data/beauty/5da81f0b7f3e301b4504b9c9_0.jpg,beauty,5da81f0b7f3e301b4504b9c9_0.jpg
../input/fashiondata/data/shoes/5e593867ce5482d2eaf020e4_0.jpg,shoes,5e593867ce5482d2eaf020e4_0.jpg
../input/fashiondata/data/shoes/5db81153d5424ee1f3352f52_1.jpg,shoes,5db81153d5424ee1f3352f52_1.jpg
../input/fashiondata/data/bags/5da81a317d3a9baa211f7e13_0.jpg,bags,5da81a317d3a9baa211f7e13_0.jpg
../input/fashiondata/data/jewelry and watches/5da81ad07d3a9baa211f7f98_4.jpg,jewelry and watches,5da81ad07d3a9baa211f7f98_4.jpg
../input/fashiondata/data/shoes/5da81cf17861c2af6a5a89fe_3.jpg,shoes,5da81cf17861c2af6a5a89fe_3.jpg
../input/fashiondata/data/beauty/5db810cbd5424ee1f3352ae4_3.jpg,beauty,5db810cbd5424ee1f3352ae4_3.jpg
../input/fashiondata/data/jewelry and watches/5e593867ce5482d2eaf01fd7_0.jpg,jewelry and watches,5e593867ce5482d2eaf01fd7_0.jpg
../input/fashiondata/data/jewelry and watches/5da81d566504fb65cb261829_1.jpg,jewelry and watches,5da81d566504fb65cb261829_1.jpg
../input/fashiondata/data/shoes/5e5690ddd4ad70dcc1dc5e57_0.jpg,shoes,5e5690ddd4ad70dcc1dc5e57_0.jpg
../input/fashiondata/data/shoes/5da820f26504fb65da0043cc_1.jpg,shoes,5da820f26504fb65da0043cc_1.jpg
../input/fashiondata/data/beauty/5da821546504fb65da004b98_2.jpg,beauty,5da821546504fb65da004b98_2.jpg
../input/fashiondata/data/jewelry and watches/5da817a46504fb65d41c53d8_0.jpg,jewelry and watches,5da817a46504fb65d41c53d8_0.jpg
../input/fashiondata/data/jewelry and watches/5da81f776504fb65cb26191a_3.jpg,jewelry and watches,5da81f776504fb65cb26191a_3.jpg
../input/fashiondata/data/bags/5da81f127861c2af6a5a93cf_5.jpg,bags,5da81f127861c2af6a5a93cf_5.jpg
../input/fashiondata/data/bags/5da81ba97d3a9baa211f82b3_4.jpg,bags,5da81ba97d3a9baa211f82b3_4.jpg
../input/fashiondata/data/shoes/5da817ad6504fb65cea6ff99_0.jpg,shoes,5da817ad6504fb65cea6ff99_0.jpg
../input/fashiondata/data/bags/5db80ffed5424ee1f33524e4_5.jpg,bags,5db80ffed5424ee1f33524e4_5.jpg
../input/fashiondata/data/shoes/5da81aea7d3a9baa211f817f_3.jpg,shoes,5da81aea7d3a9baa211f817f_3.jpg
../input/fashiondata/data/bags/5da81c026504fb65cea700f9_2.jpg,bags,5da81c026504fb65cea700f9_2.jpg
